,label,position.x,position.y,position.z,dimensions.x,dimensions.y
6075,Car,26.281,36.583,0.451,1.867,4.689
6076,Car,-44.205,-44.985,0.986,2.049,4.409
6077,Car,82.091,107.072,0.679,1.99,4.386
6078,Car,-30.673,-7.523,0.759,1.849,4.723
6079,Car,25.338,26.533,0.433,1.94,4.302
6080,Car,-64.74,-47.102,1.239,1.756,4.441
6081,Pedestrian,0.787,28.93,0.851,0.824,1.259
6082,Car,-6.854,26.46,0.589,2.102,4.628
6083,Car,34.919,-11.359,0.811,1.924,4.164
6084,Car,-8.704,23.317,0.6,1.937,4.143
6085,Car,114.658,116.61,0.221,1.983,4.2
6086,Car,-19.084,33.955,0.658,2.17,4.835
6087,Car,-13.885,28.142,0.481,2.044,4.381
6088,Car,126.755,152.526,0.295,2.039,4.503
6089,Car,125.363,127.323,0.321,1.983,4.2
6090,Car,164.026,166.822,0.201,1.983,4.2
6091,Car,138.981,141.251,0.221,1.983,4.2
6092,Car,-13.929,9.403,0.572,1.849,4.464
6093,Car,106.6,131.627,0.454,2.039,4.503
6094,Car,-7.43,-1.805,0.763,1.94,4.302
6095,Car,182.401,197.639,0.493,2.077,4.48
6096,Car,-24.022,38.877,0.506,2.048,4.609
6097,Car,20.917,7.334,0.399,1.884,4.162
6098,Car,77.27,102.08,0.679,2.119,4.52
6099,Car,4.344,5.24,0.661,1.94,4.302
6100,Car,114.778,140.501,0.295,2.039,4.503
6101,Car,61.753,62.483,0.282,2.039,4.669
6102,Car,55.958,56.33,0.24,2.007,4.879
6103,Pedestrian,1.839,28.662,0.679,0.77,0.933
6104,Car,111.411,136.687,0.345,2.039,4.503
6105,Car,-22.066,1.282,0.631,1.768,4.339
6106,Car,69.3,69.879,0.188,1.794,4.207
6107,Car,77.817,78.463,0.23,1.815,3.695
6108,Car,31.622,37.826,0.429,1.893,4.097
6109,Car,85.008,85.754,0.343,1.858,3.593
6110,Car,134.621,159.967,0.295,2.039,4.503
6111,Car,152.975,179.175,0.295,2.039,4.503
6112,Car,148.22,183.219,0.672,2.402,4.634
6113,Car,86.425,111.36,0.461,1.853,4.24
6114,Car,-64.358,-41.703,0.999,1.961,4.215
6115,Car,65.525,66.295,0.119,1.682,4.226
6116,Car,176.901,194.008,0.543,2.077,4.48
6117,Car,30.894,-5.2,0.543,2.03,4.951
6118,Car,16.637,22.39,0.504,1.836,4.204
6119,Car,-18.269,4.736,0.539,1.809,4.76
6120,Car,156.172,159.028,0.201,1.983,4.2
6121,Car,188.862,200.348,0.243,2.077,4.48
6122,Car,81.12,81.989,0.29,1.915,4.2
6123,Car,-39.265,-16.085,0.804,1.961,4.215
6124,Car,96.07,121.35,0.513,2.039,4.31
6125,Car,101.254,126.228,0.454,2.039,4.503
6126,Car,90.591,115.466,0.513,2.021,4.24
6127,Car,-23.454,-35.891,0.974,1.881,4.18
6128,Car,37.763,49.528,0.326,1.812,4.691
6129,Car,159.161,166.344,0.477,2.411,4.905
6130,Pedestrian,94.608,124.874,0.699,0.849,0.681
6131,Car,163.261,185.169,0.287,1.997,4.48
6132,Car,90.836,105.582,0.562,2.195,4.524
6133,Car,50.365,64.761,0.476,1.777,4.436
6134,Car,25.947,15.285,0.177,1.886,4.787
6135,Car,30.948,41.559,0.477,2.077,4.951
6136,Car,-45.334,-31.447,0.804,1.806,4.391
6137,Car,77.306,92.407,0.546,2.195,4.524
6138,Car,17.43,31.977,0.495,1.806,4.561
6139,Car,64.41,78.68,0.456,2.195,4.524
6140,Pedestrian,100.4,96.914,0.63,0.853,0.53
6141,Car,25.452,40.099,0.326,1.757,4.5
6142,Car,-25.029,-9.725,0.604,1.806,4.391
6143,Pedestrian,17.954,47.097,0.857,0.946,1.081
6144,Car,58.157,66.839,0.343,1.934,4.229
6145,Car,159.009,166.328,0.477,2.411,4.905
6146,Pedestrian,100.323,96.921,0.666,0.78,0.524
6147,Car,77.561,92.686,0.545,2.195,4.524
6148,Car,57.643,66.266,0.353,1.934,4.162
6149,Car,50.354,64.696,0.454,1.794,4.436
6150,Pedestrian,94.56,124.822,0.63,0.794,0.696
6151,Car,177.712,189.803,0.493,2.077,4.48
6152,Car,163.148,184.913,0.287,1.997,4.48
6153,Car,90.616,105.383,0.538,2.195,4.524
6154,Car,64.863,79.109,0.436,2.195,4.691
6155,Car,20.759,31.401,0.591,1.867,4.629
6156,Car,-60.458,-37.423,0.934,2.104,4.215
6157,Car,26.281,36.583,0.451,1.867,4.689
6158,Car,-44.205,-44.985,0.986,2.049,4.409
6159,Car,82.091,107.072,0.679,1.99,4.386
6160,Car,-30.673,-7.523,0.759,1.849,4.723
6161,Car,26.015,27.249,0.417,1.94,4.302
6162,Car,-65.735,-48.029,1.239,1.756,4.441
6163,Pedestrian,0.662,28.805,0.857,0.824,1.259
6164,Car,-6.854,26.46,0.589,2.102,4.628
6165,Car,34.919,-11.359,0.811,1.924,4.164
6166,Car,-8.704,23.317,0.6,1.937,4.143
6167,Car,114.658,116.61,0.221,1.983,4.2
6168,Car,-19.084,33.955,0.658,2.17,4.835
6169,Car,-13.885,28.142,0.481,2.044,4.381
6170,Car,126.755,152.526,0.295,2.039,4.503
6171,Car,125.363,127.323,0.321,1.983,4.2
6172,Car,164.026,166.822,0.201,1.983,4.2
6173,Car,138.981,141.251,0.221,1.983,4.2
6174,Car,-13.929,9.403,0.572,1.849,4.464
6175,Car,106.6,131.627,0.454,2.039,4.503
6176,Car,-7.308,-1.679,0.763,1.94,4.302
6177,Car,182.401,197.639,0.493,2.077,4.48
6178,Car,-24.022,38.877,0.506,2.048,4.609
6179,Car,20.917,7.334,0.399,1.884,4.162
6180,Car,77.27,102.08,0.679,2.119,4.52
6181,Car,4.969,5.864,0.667,1.94,4.302
6182,Car,114.778,140.501,0.295,2.039,4.503
6183,Car,61.753,62.483,0.282,2.039,4.669
6184,Car,55.958,56.33,0.24,2.007,4.879
6185,Pedestrian,1.925,28.752,0.677,0.77,0.933
6186,Car,111.411,136.687,0.345,2.039,4.503
6187,Car,-22.066,1.282,0.631,1.768,4.339
6188,Car,69.3,69.879,0.188,1.794,4.207
6189,Car,77.817,78.463,0.23,1.815,3.695
6190,Car,32.275,38.553,0.429,1.893,4.097
6191,Car,85.008,85.754,0.343,1.858,3.593
6192,Car,134.621,159.967,0.295,2.039,4.503
6193,Car,152.975,179.175,0.295,2.039,4.503
6194,Car,148.22,183.219,0.672,2.402,4.634
6195,Car,86.425,111.36,0.461,1.853,4.24
6196,Car,-64.358,-41.703,0.999,1.961,4.215
6197,Car,65.525,66.295,0.119,1.682,4.226
6198,Car,176.901,194.008,0.543,2.077,4.48
6199,Car,30.894,-5.2,0.543,2.03,4.951
6200,Car,17.293,23.041,0.494,1.836,4.204
6201,Car,-18.269,4.736,0.539,1.809,4.76
6202,Car,156.172,159.028,0.201,1.983,4.2
6203,Car,188.862,200.348,0.243,2.077,4.48
6204,Car,81.12,81.989,0.29,1.915,4.2
6205,Car,-39.265,-16.085,0.804,1.961,4.215
6206,Car,96.07,121.35,0.513,2.039,4.31
6207,Car,101.254,126.228,0.454,2.039,4.503
6208,Car,90.591,115.466,0.513,2.021,4.24
6209,Car,-23.454,-35.891,0.974,1.881,4.18
6210,Car,37.579,49.32,0.326,1.812,4.691
6211,Car,159.166,166.35,0.477,2.411,4.905
6212,Pedestrian,94.513,124.775,0.699,0.849,0.681
6213,Car,162.421,184.324,0.287,1.997,4.48
6214,Car,90.27,105.022,0.556,2.195,4.524
6215,Car,49.729,64.154,0.476,1.777,4.436
6216,Car,25.952,15.292,0.177,1.886,4.787
6217,Car,30.948,41.559,0.477,2.077,4.951
6218,Car,-46.278,-32.411,0.804,1.806,4.391
6219,Car,76.685,91.77,0.544,2.195,4.524
6220,Car,17.43,31.977,0.495,1.806,4.561
6221,Car,63.814,78.049,0.454,2.195,4.524
6222,Pedestrian,100.269,96.804,0.63,0.853,0.53
6223,Car,25.356,40.002,0.331,1.757,4.5
6224,Car,-25.87,-10.618,0.604,1.806,4.391
6225,Pedestrian,17.852,46.984,0.857,0.946,1.081
6226,Car,58.998,67.741,0.343,1.934,4.229
6227,Car,159.031,166.353,0.477,2.411,4.905
6228,Pedestrian,100.168,96.843,0.667,0.78,0.524
6229,Car,76.776,91.877,0.543,2.195,4.524
6230,Car,58.522,67.214,0.353,1.934,4.162
6231,Car,49.582,63.937,0.448,1.794,4.436
6232,Pedestrian,94.516,124.775,0.63,0.794,0.696
6233,Car,177.712,189.803,0.493,2.077,4.48
6234,Car,162.23,183.961,0.287,1.997,4.48
6235,Car,90.141,104.917,0.538,2.195,4.524
6236,Car,63.991,78.192,0.431,2.195,4.691
6237,Car,20.759,31.401,0.591,1.867,4.629
6238,Car,-60.458,-37.423,0.934,2.104,4.215
6239,Car,26.281,36.583,0.451,1.867,4.689
6240,Car,-44.205,-44.985,0.986,2.049,4.409
6241,Car,82.091,107.072,0.679,1.99,4.386
6242,Car,-30.673,-7.523,0.759,1.849,4.723
6243,Car,26.715,27.99,0.407,1.94,4.302
6244,Car,-66.729,-48.955,1.239,1.756,4.441
6245,Pedestrian,0.537,28.68,0.863,0.824,1.259
6246,Car,-6.854,26.46,0.589,2.102,4.628
6247,Car,34.919,-11.359,0.811,1.924,4.164
6248,Car,-8.704,23.317,0.6,1.937,4.143
6249,Car,114.658,116.61,0.221,1.983,4.2
6250,Car,-19.084,33.955,0.658,2.17,4.835
6251,Car,-13.885,28.142,0.481,2.044,4.381
6252,Car,126.755,152.526,0.295,2.039,4.503
6253,Car,125.363,127.323,0.321,1.983,4.2
6254,Car,164.026,166.822,0.201,1.983,4.2
6255,Car,138.981,141.251,0.221,1.983,4.2
6256,Car,-13.929,9.403,0.572,1.849,4.464
6257,Car,106.6,131.627,0.454,2.039,4.503
6258,Car,-7.187,-1.554,0.763,1.94,4.302
6259,Car,182.401,197.639,0.493,2.077,4.48
6260,Car,-24.022,38.877,0.506,2.048,4.609
6261,Car,20.917,7.334,0.399,1.884,4.162
6262,Car,77.27,102.08,0.679,2.119,4.52
6263,Car,5.797,6.692,0.676,1.94,4.302
6264,Car,114.778,140.501,0.295,2.039,4.503
6265,Car,61.753,62.483,0.282,2.039,4.669
6266,Car,55.958,56.33,0.24,2.007,4.879
6267,Pedestrian,2.008,28.844,0.675,0.77,0.933
6268,Car,111.411,136.687,0.345,2.039,4.503
6269,Car,-22.066,1.282,0.631,1.768,4.339
6270,Car,69.3,69.879,0.188,1.794,4.207
6271,Car,77.817,78.463,0.23,1.815,3.695
6272,Car,32.928,39.28,0.429,1.893,4.097
6273,Car,85.008,85.754,0.343,1.858,3.593
6274,Car,134.621,159.967,0.295,2.039,4.503
6275,Car,152.975,179.175,0.295,2.039,4.503
6276,Car,148.22,183.219,0.672,2.402,4.634
6277,Car,86.425,111.36,0.461,1.853,4.24
6278,Car,-64.358,-41.703,0.999,1.961,4.215
6279,Car,65.525,66.295,0.119,1.682,4.226
6280,Car,176.901,194.008,0.543,2.077,4.48
6281,Car,30.894,-5.2,0.543,2.03,4.951
6282,Car,17.949,23.692,0.484,1.836,4.204
6283,Car,-18.269,4.736,0.539,1.809,4.76
6284,Car,156.172,159.028,0.201,1.983,4.2
6285,Car,188.862,200.348,0.243,2.077,4.48
6286,Car,81.12,81.989,0.29,1.915,4.2
6287,Car,-39.265,-16.085,0.804,1.961,4.215
6288,Car,96.07,121.35,0.513,2.039,4.31
6289,Car,101.254,126.228,0.454,2.039,4.503
6290,Car,90.591,115.466,0.513,2.021,4.24
6291,Car,-23.454,-35.891,0.974,1.881,4.18
6292,Car,37.396,49.111,0.326,1.812,4.691
6293,Car,159.172,166.355,0.477,2.411,4.905
6294,Pedestrian,94.445,124.699,0.699,0.849,0.681
6295,Car,161.581,183.478,0.287,1.997,4.48
6296,Car,89.703,104.462,0.55,2.195,4.524
6297,Car,49.093,63.548,0.476,1.777,4.436
6298,Car,25.957,15.3,0.177,1.886,4.787
6299,Car,30.948,41.559,0.477,2.077,4.951
6300,Car,-47.223,-33.375,0.804,1.806,4.391
6301,Car,76.063,91.133,0.542,2.195,4.524
6302,Car,17.43,31.977,0.495,1.806,4.561
6303,Car,63.217,77.419,0.452,2.195,4.524
6304,Pedestrian,100.138,96.694,0.63,0.853,0.53
6305,Car,25.163,39.808,0.342,1.757,4.5
6306,Car,-26.711,-11.512,0.604,1.806,4.391
6307,Pedestrian,17.749,46.872,0.857,0.946,1.081
6308,Car,60.233,69.07,0.343,1.934,4.229
6309,Car,159.054,166.379,0.477,2.411,4.905
6310,Pedestrian,100.09,96.804,0.668,0.78,0.524
6311,Car,75.991,91.068,0.541,2.195,4.524
6312,Car,60.217,69.044,0.353,1.934,4.162
6313,Car,49.083,63.445,0.444,1.794,4.436
6314,Pedestrian,94.385,124.633,0.63,0.794,0.696
6315,Car,177.712,189.803,0.493,2.077,4.48
6316,Car,161.312,183.009,0.287,1.997,4.48
6317,Car,89.666,104.451,0.538,2.195,4.524
6318,Car,63.249,77.414,0.426,2.195,4.691
6319,Car,20.759,31.401,0.591,1.867,4.629
6320,Car,-60.458,-37.423,0.934,2.104,4.215
6321,Car,26.281,36.583,0.451,1.867,4.689
6322,Car,-44.205,-44.985,0.986,2.049,4.409
6323,Car,82.091,107.072,0.679,1.99,4.386
6324,Car,-30.673,-7.523,0.759,1.849,4.723
6325,Car,27.415,28.731,0.397,1.94,4.302
6326,Car,-67.724,-49.881,1.239,1.756,4.441
6327,Pedestrian,0.412,28.554,0.869,0.824,1.259
6328,Car,-6.854,26.46,0.589,2.102,4.628
6329,Car,34.919,-11.359,0.811,1.924,4.164
6330,Car,-8.704,23.317,0.6,1.937,4.143
6331,Car,114.658,116.61,0.221,1.983,4.2
6332,Car,-19.084,33.955,0.658,2.17,4.835
6333,Car,-13.885,28.142,0.481,2.044,4.381
6334,Car,126.755,152.526,0.295,2.039,4.503
6335,Car,125.363,127.323,0.321,1.983,4.2
6336,Car,164.026,166.822,0.201,1.983,4.2
6337,Car,138.981,141.251,0.221,1.983,4.2
6338,Car,-13.929,9.403,0.572,1.849,4.464
6339,Car,106.6,131.627,0.454,2.039,4.503
6340,Car,-7.065,-1.428,0.763,1.94,4.302
6341,Car,182.401,197.639,0.493,2.077,4.48
6342,Car,-24.022,38.877,0.506,2.048,4.609
6343,Car,20.917,7.334,0.399,1.884,4.162
6344,Car,77.27,102.08,0.679,2.119,4.52
6345,Car,6.119,7.014,0.679,1.94,4.302
6346,Car,114.778,140.501,0.295,2.039,4.503
6347,Car,61.753,62.483,0.282,2.039,4.669
6348,Car,55.958,56.33,0.24,2.007,4.879
6349,Pedestrian,2.091,28.936,0.673,0.77,0.933
6350,Car,111.411,136.687,0.345,2.039,4.503
6351,Car,-22.066,1.282,0.631,1.768,4.339
6352,Car,69.3,69.879,0.188,1.794,4.207
6353,Car,77.817,78.463,0.23,1.815,3.695
6354,Car,33.581,40.007,0.429,1.893,4.097
6355,Car,85.008,85.754,0.343,1.858,3.593
6356,Car,134.621,159.967,0.295,2.039,4.503
6357,Car,152.975,179.175,0.295,2.039,4.503
6358,Car,148.22,183.219,0.672,2.402,4.634
6359,Car,86.425,111.36,0.461,1.853,4.24
6360,Car,-64.358,-41.703,0.999,1.961,4.215
6361,Car,65.525,66.295,0.119,1.682,4.226
6362,Car,176.901,194.008,0.543,2.077,4.48
6363,Car,30.894,-5.2,0.543,2.03,4.951
6364,Car,18.605,24.342,0.474,1.836,4.204
6365,Car,-18.269,4.736,0.539,1.809,4.76
6366,Car,156.172,159.028,0.201,1.983,4.2
6367,Car,188.862,200.348,0.243,2.077,4.48
6368,Car,81.12,81.989,0.29,1.915,4.2
6369,Car,-39.265,-16.085,0.804,1.961,4.215
6370,Car,96.07,121.35,0.513,2.039,4.31
6371,Car,101.254,126.228,0.454,2.039,4.503
6372,Car,90.591,115.466,0.513,2.021,4.24
6373,Car,-23.454,-35.891,0.974,1.881,4.18
6374,Car,37.212,48.903,0.326,1.812,4.691
6375,Car,159.177,166.36,0.477,2.411,4.905
6376,Pedestrian,94.308,124.548,0.699,0.849,0.681
6377,Car,160.741,182.633,0.287,1.997,4.48
6378,Car,89.137,103.902,0.544,2.195,4.524
6379,Car,48.456,62.942,0.476,1.777,4.436
6380,Car,25.962,15.308,0.177,1.886,4.787
6381,Car,30.948,41.559,0.477,2.077,4.951
6382,Car,-48.168,-34.339,0.804,1.806,4.391
6383,Car,75.442,90.496,0.54,2.195,4.524
6384,Car,17.43,31.977,0.495,1.806,4.561
6385,Car,62.621,76.788,0.45,2.195,4.524
6386,Pedestrian,100.007,96.584,0.63,0.853,0.53
6387,Car,24.971,39.614,0.353,1.757,4.5
6388,Car,-27.552,-12.406,0.604,1.806,4.391
6389,Pedestrian,17.647,46.76,0.857,0.946,1.081
6390,Car,61.064,69.961,0.343,1.934,4.229
6391,Car,159.076,166.404,0.477,2.411,4.905
6392,Pedestrian,99.964,96.623,0.669,0.78,0.524
6393,Car,75.207,90.259,0.539,2.195,4.524
6394,Car,61.096,69.992,0.353,1.934,4.162
6395,Pedestrian,94.254,124.491,0.63,0.794,0.696
6396,Car,177.712,189.803,0.493,2.077,4.48
6397,Car,160.394,182.056,0.287,1.997,4.48
6398,Car,89.19,103.985,0.538,2.195,4.524
6399,Car,62.539,76.669,0.422,2.195,4.691
6400,Car,20.759,31.401,0.591,1.867,4.629
6401,Car,-60.458,-37.423,0.934,2.104,4.215
6402,Car,26.281,36.583,0.451,1.867,4.689
6403,Car,-44.205,-44.985,0.986,2.049,4.409
6404,Car,82.091,107.072,0.679,1.99,4.386
6405,Car,-30.673,-7.523,0.759,1.849,4.723
6406,Car,28.116,29.472,0.387,1.94,4.302
6407,Car,-68.71,-50.825,1.239,1.756,4.441
6408,Pedestrian,0.286,28.429,0.875,0.824,1.259
6409,Car,-6.854,26.46,0.589,2.102,4.628
6410,Car,34.919,-11.359,0.811,1.924,4.164
6411,Car,-8.704,23.317,0.6,1.937,4.143
6412,Car,114.658,116.61,0.221,1.983,4.2
6413,Car,-19.084,33.955,0.658,2.17,4.835
6414,Car,-13.885,28.142,0.481,2.044,4.381
6415,Car,126.755,152.526,0.295,2.039,4.503
6416,Car,125.363,127.323,0.321,1.983,4.2
6417,Car,164.026,166.822,0.201,1.983,4.2
6418,Car,138.981,141.251,0.221,1.983,4.2
6419,Car,-13.929,9.403,0.572,1.849,4.464
6420,Car,106.6,131.627,0.454,2.039,4.503
6421,Car,-6.943,-1.302,0.763,1.94,4.302
6422,Car,182.401,197.639,0.493,2.077,4.48
6423,Car,-24.022,38.877,0.506,2.048,4.609
6424,Car,20.917,7.334,0.399,1.884,4.162
6425,Car,77.27,102.08,0.679,2.119,4.52
6426,Car,6.845,7.739,0.686,1.94,4.302
6427,Car,114.778,140.501,0.295,2.039,4.503
6428,Car,61.753,62.483,0.282,2.039,4.669
6429,Car,55.958,56.33,0.24,2.007,4.879
6430,Pedestrian,2.174,29.028,0.671,0.77,0.933
6431,Car,111.411,136.687,0.345,2.039,4.503
6432,Car,-22.066,1.282,0.631,1.768,4.339
6433,Car,69.3,69.879,0.188,1.794,4.207
6434,Car,77.817,78.463,0.23,1.815,3.695
6435,Car,34.234,40.734,0.429,1.893,4.097
6436,Car,85.008,85.754,0.343,1.858,3.593
6437,Car,134.621,159.967,0.295,2.039,4.503
6438,Car,152.975,179.175,0.295,2.039,4.503
6439,Car,148.22,183.219,0.672,2.402,4.634
6440,Car,86.425,111.36,0.461,1.853,4.24
6441,Car,-64.358,-41.703,0.999,1.961,4.215
6442,Car,65.525,66.295,0.119,1.682,4.226
6443,Car,176.901,194.008,0.543,2.077,4.48
6444,Car,30.894,-5.2,0.543,2.03,4.951
6445,Car,19.261,24.993,0.464,1.836,4.204
6446,Car,-18.269,4.736,0.539,1.809,4.76
6447,Car,156.172,159.028,0.201,1.983,4.2
6448,Car,188.862,200.348,0.243,2.077,4.48
6449,Car,81.12,81.989,0.29,1.915,4.2
6450,Car,-39.265,-16.085,0.804,1.961,4.215
6451,Car,96.07,121.35,0.513,2.039,4.31
6452,Car,101.254,126.228,0.454,2.039,4.503
6453,Car,90.591,115.466,0.513,2.021,4.24
6454,Car,-23.454,-35.891,0.974,1.881,4.18
6455,Car,37.029,48.694,0.326,1.812,4.691
6456,Car,159.183,166.366,0.477,2.411,4.905
6457,Pedestrian,94.172,124.397,0.699,0.849,0.681
6458,Car,159.901,181.788,0.287,1.997,4.48
6459,Car,88.57,103.341,0.538,2.195,4.524
6460,Car,47.82,62.335,0.476,1.777,4.436
6461,Car,25.967,15.316,0.177,1.886,4.787
6462,Car,30.948,41.559,0.477,2.077,4.951
6463,Car,-49.112,-35.303,0.804,1.806,4.391
6464,Car,74.821,89.859,0.538,2.195,4.524
6465,Car,17.43,31.977,0.495,1.806,4.561
6466,Car,62.024,76.158,0.448,2.195,4.524
6467,Pedestrian,99.876,96.474,0.63,0.853,0.53
6468,Car,24.778,39.42,0.365,1.757,4.5
6469,Car,-28.394,-13.3,0.604,1.806,4.391
6470,Pedestrian,17.544,46.647,0.857,0.946,1.081
6471,Car,61.934,70.895,0.343,1.934,4.229
6472,Car,159.098,166.429,0.477,2.411,4.905
6473,Pedestrian,99.838,96.442,0.671,0.78,0.524
6474,Car,74.815,89.854,0.538,2.195,4.524
6475,Car,61.955,70.92,0.353,1.934,4.162
6476,Pedestrian,94.123,124.349,0.63,0.794,0.696
6477,Car,177.712,189.803,0.493,2.077,4.48
6478,Car,159.935,181.58,0.287,1.997,4.48
6479,Car,88.715,103.519,0.538,2.195,4.524
6480,Car,61.838,75.933,0.418,2.195,4.691
6481,Car,20.759,31.401,0.591,1.867,4.629
6482,Car,-60.458,-37.423,0.934,2.104,4.215
6483,Car,26.281,36.583,0.451,1.867,4.689
6484,Car,-44.205,-44.985,0.986,2.049,4.409
6485,Car,82.091,107.072,0.679,1.99,4.386
6486,Car,-30.673,-7.523,0.759,1.849,4.723
6487,Car,28.816,30.213,0.377,1.94,4.302
6488,Car,-69.697,-51.77,1.239,1.756,4.441
6489,Pedestrian,0.161,28.304,0.881,0.824,1.259
6490,Car,-6.854,26.46,0.589,2.102,4.628
6491,Car,34.919,-11.359,0.811,1.924,4.164
6492,Car,-8.704,23.317,0.6,1.937,4.143
6493,Car,114.658,116.61,0.221,1.983,4.2
6494,Car,-19.084,33.955,0.658,2.17,4.835
6495,Car,-13.885,28.142,0.481,2.044,4.381
6496,Car,126.755,152.526,0.295,2.039,4.503
6497,Car,125.363,127.323,0.321,1.983,4.2
6498,Car,164.026,166.822,0.201,1.983,4.2
6499,Car,138.981,141.251,0.221,1.983,4.2
6500,Car,-13.929,9.403,0.572,1.849,4.464
6501,Car,106.6,131.627,0.454,2.039,4.503
6502,Car,-6.821,-1.177,0.763,1.94,4.302
6503,Car,182.401,197.639,0.493,2.077,4.48
6504,Car,-24.022,38.877,0.506,2.048,4.609
6505,Car,20.917,7.334,0.399,1.884,4.162
6506,Car,77.27,102.08,0.679,2.119,4.52
6507,Car,7.511,8.403,0.693,1.94,4.302
6508,Car,114.778,140.501,0.295,2.039,4.503
6509,Car,61.753,62.483,0.282,2.039,4.669
6510,Car,55.958,56.33,0.24,2.007,4.879
6511,Pedestrian,2.258,29.12,0.669,0.77,0.933
6512,Car,111.411,136.687,0.345,2.039,4.503
6513,Car,-22.066,1.282,0.631,1.768,4.339
6514,Car,69.3,69.879,0.188,1.794,4.207
6515,Car,77.817,78.463,0.23,1.815,3.695
6516,Car,34.888,41.462,0.429,1.893,4.097
6517,Car,85.008,85.754,0.343,1.858,3.593
6518,Car,134.621,159.967,0.295,2.039,4.503
6519,Car,152.975,179.175,0.295,2.039,4.503
6520,Car,148.22,183.219,0.672,2.402,4.634
6521,Car,86.425,111.36,0.461,1.853,4.24
6522,Car,-64.358,-41.703,0.999,1.961,4.215
6523,Car,65.525,66.295,0.119,1.682,4.226
6524,Car,176.901,194.008,0.543,2.077,4.48
6525,Car,30.894,-5.2,0.543,2.03,4.951
6526,Car,19.918,25.644,0.454,1.836,4.204
6527,Car,-18.269,4.736,0.539,1.809,4.76
6528,Car,156.172,159.028,0.201,1.983,4.2
6529,Car,188.862,200.348,0.243,2.077,4.48
6530,Car,81.12,81.989,0.29,1.915,4.2
6531,Car,-39.265,-16.085,0.804,1.961,4.215
6532,Car,96.07,121.35,0.513,2.039,4.31
6533,Car,101.254,126.228,0.454,2.039,4.503
6534,Car,90.591,115.466,0.513,2.021,4.24
6535,Car,-23.454,-35.891,0.974,1.881,4.18
6536,Car,36.919,48.55,0.326,1.812,4.691
6537,Car,159.183,166.366,0.477,2.411,4.905
6538,Pedestrian,94.089,124.319,0.699,0.849,0.681
6539,Car,159.475,181.333,0.287,1.997,4.48
6540,Car,88.114,102.89,0.538,2.195,4.524
6541,Car,47.229,61.787,0.466,1.777,4.436
6542,Car,25.959,15.321,0.177,1.886,4.787
6543,Car,30.948,41.559,0.477,2.077,4.951
6544,Car,-50.057,-36.268,0.804,1.806,4.391
6545,Car,74.164,89.177,0.538,2.195,4.524
6546,Car,17.43,31.977,0.495,1.806,4.561
6547,Car,61.427,75.527,0.446,2.195,4.524
6548,Pedestrian,99.817,96.402,0.63,0.853,0.53
6549,Car,24.586,39.226,0.376,1.757,4.5
6550,Car,-29.235,-14.194,0.604,1.806,4.391
6551,Pedestrian,17.441,46.525,0.857,0.946,1.081
6552,Car,62.805,71.83,0.343,1.934,4.229
6553,Car,159.098,166.429,0.477,2.411,4.905
6554,Pedestrian,99.712,96.261,0.672,0.78,0.524
6555,Car,74.083,89.089,0.538,2.195,4.524
6556,Car,62.815,71.847,0.353,1.934,4.162
6557,Pedestrian,93.992,124.207,0.63,0.794,0.696
6558,Car,177.712,189.803,0.493,2.077,4.48
6559,Car,159.09,180.7,0.287,1.997,4.48
6560,Car,88.21,103.02,0.538,2.195,4.524
6561,Car,61.371,75.443,0.416,2.195,4.691
6562,Car,20.759,31.401,0.591,1.867,4.629
6563,Car,-60.458,-37.423,0.934,2.104,4.215
6564,Car,26.281,36.583,0.451,1.867,4.689
6565,Car,-44.205,-44.985,0.986,2.049,4.409
6566,Car,82.091,107.072,0.679,1.99,4.386
6567,Car,-30.673,-7.523,0.759,1.849,4.723
6568,Car,29.517,30.954,0.367,1.94,4.302
6569,Car,-70.684,-52.714,1.239,1.756,4.441
6570,Pedestrian,0.029,28.162,0.887,0.824,1.259
6571,Car,-6.854,26.46,0.589,2.102,4.628
6572,Car,34.919,-11.359,0.811,1.924,4.164
6573,Car,-8.704,23.317,0.6,1.937,4.143
6574,Car,114.658,116.61,0.221,1.983,4.2
6575,Car,-19.084,33.955,0.658,2.17,4.835
6576,Car,-13.885,28.142,0.481,2.044,4.381
6577,Car,126.755,152.526,0.295,2.039,4.503
6578,Car,125.363,127.323,0.321,1.983,4.2
6579,Car,164.026,166.822,0.201,1.983,4.2
6580,Car,138.981,141.251,0.221,1.983,4.2
6581,Car,-13.929,9.403,0.572,1.849,4.464
6582,Car,106.6,131.627,0.454,2.039,4.503
6583,Car,-6.696,-1.055,0.763,1.94,4.302
6584,Car,182.401,197.639,0.493,2.077,4.48
6585,Car,-24.022,38.877,0.506,2.048,4.609
6586,Car,20.917,7.334,0.399,1.884,4.162
6587,Car,77.27,102.08,0.679,2.119,4.52
6588,Car,8.162,9.053,0.699,1.94,4.302
6589,Car,114.778,140.501,0.295,2.039,4.503
6590,Car,61.753,62.483,0.282,2.039,4.669
6591,Car,55.958,56.33,0.24,2.007,4.879
6592,Pedestrian,2.352,29.223,0.667,0.77,0.933
6593,Car,111.411,136.687,0.345,2.039,4.503
6594,Car,-22.066,1.282,0.631,1.768,4.339
6595,Car,69.3,69.879,0.188,1.794,4.207
6596,Car,77.817,78.463,0.23,1.815,3.695
6597,Car,35.552,42.195,0.429,1.893,4.097
